,Anion Summary Report,,,,,,,
42,25,1.0000,4.399  ,0.3637  ,0.24,2.07  ,0.24,n.a.
43,26,1.0000,4.399  ,0.4781  ,0.32,2.60  ,0.30,n.a.
44,27,1.0000,4.316  ,0.1507  ,4.61,0.60  ,3.23,n.a.
45,28,1.0000,4.312  ,0.1677  ,5.22,0.61  ,3.35,n.a.
46,29,1.0000,4.312  ,0.1503  ,4.34,0.61  ,3.01,n.a.
47,30,1.0000,4.312  ,0.1698  ,4.10,0.62  ,2.79,n.a.
48,31,1.0000,4.316  ,0.1703  ,4.21,0.62  ,3.06,n.a.
49,32,1.0000,4.408  ,0.3269  ,0.35,1.68  ,0.30,n.a.
50,33,1.0000,4.403  ,0.3846  ,0.48,2.27  ,0.46,n.a.
51,34,1.0000,4.408  ,1.2517  ,1.63,9.75  ,2.05,0.1576  
52,35,1.0000,4.424  ,0.7417  ,1.40,6.00  ,1.78,n.a.
53,36,1.0000,4.416  ,1.0644  ,1.81,8.30  ,2.24,0.0992  
54,37,1.0000,4.366  ,0.1798  ,4.43,0.69  ,3.46,n.a.
55,5 ppm F/10 ppm Anion  Std,1.0000,4.412  ,34.2346  ,45.11,273.20  ,51.68,10.4328  
56,38,1.0000,4.366  ,0.1621  ,4.54,0.62  ,3.51,n.a.
57,39,1.0000,4.387  ,0.2195  ,12.13,0.97  ,13.24,n.a.
58,40,1.0000,4.395  ,0.2814  ,14.96,1.48  ,19.34,n.a.
59,41,1.0000,4.395  ,0.0852  ,5.78,0.67  ,9.93,n.a.
60,42,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
61,A-400x,1.0000,4.395  ,0.8530  ,40.67,7.51  ,48.05,0.0334  
62,MQ Blank 2,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
63,43,1.0000,4.399  ,0.4701  ,0.31,2.68  ,0.31,n.a.
64,44,1.0000,4.395  ,0.3496  ,0.23,2.02  ,0.23,n.a.
65,45,1.0000,4.391  ,0.3576  ,0.25,2.09  ,0.26,n.a.
66,46,1.0000,4.395  ,0.3024  ,0.34,1.78  ,0.33,n.a.
67,47,1.0000,4.399  ,0.4180  ,0.40,2.26  ,0.36,n.a.
68,48,1.0000,4.320  ,0.1620  ,4.61,0.57  ,2.79,n.a.
69,49,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
70,50,1.0000,4.320  ,0.1683  ,5.42,0.57  ,3.50,n.a.
71,51,1.0000,4.328  ,0.1614  ,4.92,0.57  ,3.21,n.a.
72,52,1.0000,4.308  ,0.1656  ,5.09,0.58  ,3.15,n.a.
73,53,1.0000,4.416  ,0.9672  ,2.25,7.93  ,2.87,0.0690  
74,54,1.0000,4.416  ,1.0187  ,5.80,8.42  ,7.32,0.0850  
75,55,1.0000,4.408  ,0.6736  ,0.83,4.30  ,0.86,n.a.
76,56,1.0000,4.408  ,1.0506  ,2.90,8.27  ,3.56,0.0949  
77,57,1.0000,4.403  ,0.7251  ,2.10,5.29  ,2.39,n.a.
78,58,1.0000,4.391  ,0.1862  ,20.31,0.72  ,33.69,n.a.
79,59,1.0000,4.378  ,0.1665  ,26.84,0.61  ,36.47,n.a.
80,60,1.0000,4.362  ,0.2839  ,83.94,0.59  ,58.09,n.a.
81,61,1.0000,4.391  ,0.1756  ,28.41,0.66  ,37.87,n.a.
82,62,1.0000,4.378  ,0.1988  ,21.81,0.74  ,20.13,n.a.
83,63,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
84,A-200x,1.0000,4.395  ,1.9853  ,41.45,16.28  ,49.96,0.3861  
85,MQ Blank 3,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
86,64,1.0000,4.420  ,1.9547  ,3.03,17.11  ,4.17,0.3766  
87,65,1.0000,4.420  ,1.5964  ,2.31,13.78  ,3.17,0.2649  
88,66,1.0000,4.412  ,2.3014  ,3.35,20.04  ,4.60,0.4846  
89,67,1.0000,4.424  ,3.2885  ,4.86,28.72  ,6.64,0.7921  
90,68,1.0000,4.420  ,4.9596  ,7.01,43.56  ,9.56,1.3127  
91,69,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
92,70,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
93,71,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
94,72,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
95,73,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
96,74,1.0000,4.437  ,0.2400  ,0.83,1.65  ,0.88,n.a.
97,75,1.0000,4.462  ,0.2133  ,0.69,0.99  ,0.49,n.a.
98,76,1.0000,4.428  ,0.3091  ,0.74,1.86  ,0.69,n.a.
99,77,1.0000,4.441  ,0.2012  ,0.72,1.27  ,0.70,n.a.
100,78,1.0000,4.437  ,0.1826  ,0.46,1.09  ,0.43,n.a.
101,79,1.0000,4.391  ,0.2022  ,9.59,0.88  ,7.75,n.a.
102,80,1.0000,4.403  ,0.3331  ,18.15,2.02  ,20.27,n.a.
103,81,1.0000,4.399  ,0.2487  ,11.44,1.37  ,12.94,n.a.
104,82,1.0000,4.403  ,0.2330  ,10.97,1.12  ,12.27,n.a.
105,83,1.0000,4.391  ,0.2043  ,11.15,0.89  ,11.74,n.a.
106,84,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
107,A-800x,1.0000,4.391  ,0.3338  ,33.77,3.18  ,43.19,n.a.
108,MQ Blank 4,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
109,SB 1,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
110,SB 2,1.0000,4.312  ,0.0233  ,35.20,0.22  ,40.33,n.a.
111,SB 3,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
112,SB 4,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
113,5 ppm F/10 ppm Anion  Std,1.0000,4.408  ,34.1840  ,45.14,273.11  ,51.74,10.4171  
,Sum:,,412.372  ,398.678  ,1171.531  ,3089.029  ,1320.842  ,113.012  
,Average:,,4.387  ,4.241  ,12.463  ,32.862  ,14.052  ,4.709  
,Rel.Std.Dev:,,0.836 %,291.768 %,136.278 %,291.654 %,135.377 %,137.180 %
,,,,,,,,
No. ,Name ,Dilution ,Time ,Area ,Rel.Area ,Height ,Rel.Height ,Amount 
,,,min,µS*min,%,µS,%,ppm
,,,CD_1_Total,CD_1_Total,CD_1_Total,CD_1_Total,CD_1_Total,CD_1_Total
,,,Sulfate,Sulfate,Sulfate,Sulfate,Sulfate,Sulfate
1,DI Water,1.0000,4.807  ,0.0005  ,1.50,0.00  ,0.93,n.a.
2,10 ppm Anion  Std,1.0000,4.857  ,2.8683  ,16.35,24.54  ,15.58,10.3833  
3,DI water,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
4,1600x,1.0000,4.853  ,0.0187  ,10.21,0.14  ,10.09,n.a.
5,800x,1.0000,4.850  ,0.0328  ,12.44,0.27  ,12.45,n.a.
6,400x,1.0000,4.857  ,0.0641  ,14.34,0.55  ,14.19,0.1124  
7,200x,1.0000,4.847  ,0.1391  ,15.44,1.22  ,15.81,0.3872  
8,20x,1.0000,4.860  ,1.4146  ,16.53,12.17  ,16.40,5.0589  
9,5x,1.0000,4.863  ,5.4904  ,16.92,46.66  ,17.47,19.9874  
10,10 ppm Anion  Std,1.0000,4.863  ,2.8676  ,16.34,24.62  ,15.60,10.3807  
11,062,1.0000,4.893  ,15.3949  ,93.95,126.53  ,93.18,56.2639  
12,055,1.0000,4.867  ,1.2104  ,10.11,9.46  ,11.81,4.3112  
13,043,1.0000,4.857  ,0.2834  ,5.05,2.43  ,6.39,0.9159  
14,10 ppm Anion  Std,1.0000,4.860  ,2.7760  ,16.34,23.74  ,15.56,10.0454  
15,10 ppm Anion  Std,1.0000,4.863  ,2.7712  ,16.31,23.79  ,15.58,10.0277  
16,1,1.0000,4.857  ,0.4558  ,4.74,3.92  ,6.29,1.5474  
17,2,1.0000,4.850  ,0.4361  ,4.67,3.78  ,6.23,1.4749  
18,3,1.0000,4.853  ,0.4056  ,4.47,3.60  ,6.09,1.3633  
19,4,1.0000,4.840  ,0.4703  ,4.81,4.00  ,6.33,1.6005  
20,5,1.0000,4.860  ,0.4507  ,4.66,3.92  ,6.26,1.5285  
21,6,1.0000,4.857  ,0.4624  ,56.30,4.09  ,56.92,1.5712  
22,7,1.0000,4.853  ,0.4465  ,55.27,3.95  ,56.47,1.5132  
23,8,1.0000,4.850  ,0.4266  ,53.40,3.77  ,54.56,1.4401  
24,9,1.0000,4.847  ,0.4653  ,54.57,4.10  ,55.48,1.5822  
25,10,1.0000,4.850  ,0.4616  ,55.27,4.05  ,56.09,1.5686  
26,11,1.0000,4.860  ,0.7010  ,11.94,5.96  ,14.32,2.4454  
27,12,1.0000,4.850  ,0.6348  ,11.83,5.42  ,14.04,2.2029  
28,13,1.0000,4.850  ,0.5921  ,12.67,5.02  ,14.88,2.0466  
29,14,1.0000,4.850  ,0.6486  ,13.91,5.39  ,16.11,2.2535  
30,15,1.0000,4.853  ,0.6679  ,14.55,5.63  ,16.87,2.3241  
31,16,1.0000,4.893  ,13.9699  ,93.37,116.17  ,92.51,51.0445  
32,17,1.0000,4.890  ,14.9651  ,93.97,123.70  ,92.99,54.6897  
33,18,1.0000,4.883  ,13.1778  ,93.76,109.71  ,92.71,48.1437  
34,19,1.0000,4.887  ,11.9481  ,93.02,100.01  ,91.99,43.6396  
35,20,1.0000,4.883  ,12.4102  ,93.08,103.58  ,92.00,45.3322  
36,21,1.0000,4.853  ,0.0046  ,4.85,0.03  ,4.10,n.a.
37,A-5x,1.0000,4.867  ,5.4912  ,16.95,46.57  ,17.48,19.9901  
38,MQ Blank 1,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
39,22,1.0000,4.860  ,0.5095  ,4.88,4.56  ,6.81,1.7441  
40,23,1.0000,4.850  ,0.5351  ,5.04,4.51  ,6.68,1.8377  
41,24,1.0000,4.850  ,0.5245  ,4.91,4.49  ,6.63,1.7989  
42,25,1.0000,4.850  ,0.5199  ,4.94,4.51  ,6.73,1.7821  
43,26,1.0000,4.850  ,0.5244  ,5.02,4.42  ,6.64,1.7987  
44,27,1.0000,4.850  ,0.5018  ,60.47,4.43  ,61.37,1.7159  
45,28,1.0000,4.863  ,0.5061  ,60.56,4.45  ,61.36,1.7314  
46,29,1.0000,4.847  ,0.4861  ,57.94,4.27  ,59.06,1.6581  
47,30,1.0000,4.853  ,0.5338  ,59.53,4.71  ,60.50,1.8330  
48,31,1.0000,4.853  ,0.5125  ,59.62,4.51  ,60.43,1.7549  
49,32,1.0000,4.863  ,0.8038  ,10.24,6.43  ,11.86,2.8218  
50,33,1.0000,4.857  ,0.7871  ,11.30,6.50  ,13.36,2.7608  
51,34,1.0000,4.850  ,0.8223  ,12.01,6.73  ,14.07,2.8897  
52,35,1.0000,4.860  ,1.1213  ,19.43,7.12  ,18.39,3.9846  
53,36,1.0000,4.857  ,1.1179  ,18.67,7.63  ,18.45,3.9724  
54,37,1.0000,4.893  ,17.4651  ,93.49,142.18  ,92.77,63.8462  
55,5 ppm F/10 ppm Anion  Std,1.0000,4.857  ,2.7748  ,16.30,23.87  ,15.56,10.0408  
56,38,1.0000,4.887  ,16.9943  ,93.55,139.19  ,92.76,62.1219  
57,39,1.0000,4.893  ,17.6629  ,94.25,143.79  ,93.47,64.5708  
58,40,1.0000,4.897  ,18.2891  ,94.11,148.58  ,93.50,66.8645  
59,41,1.0000,4.897  ,20.0192  ,94.02,161.12  ,93.56,73.2013  
60,42,1.0000,4.847  ,0.0059  ,4.47,0.05  ,5.67,n.a.
61,A-400x,1.0000,4.853  ,0.0638  ,14.63,0.55  ,14.42,0.1114  
62,MQ Blank 2,1.0000,4.833  ,0.0027  ,3.14,0.01  ,1.85,n.a.
63,43,1.0000,4.847  ,0.5746  ,5.32,4.72  ,6.92,1.9822  
64,44,1.0000,4.847  ,0.5882  ,5.42,4.88  ,7.10,2.0322  
65,45,1.0000,4.853  ,0.5515  ,5.49,4.55  ,7.07,1.8978  
66,46,1.0000,4.853  ,0.3571  ,5.60,2.99  ,6.97,1.1859  
67,47,1.0000,4.847  ,0.4087  ,5.54,3.39  ,6.91,1.3746  
68,48,1.0000,4.853  ,0.5451  ,59.22,4.79  ,59.72,1.8745  
69,49,1.0000,4.857  ,0.5141  ,61.09,4.57  ,61.44,1.7609  
70,50,1.0000,4.847  ,0.5136  ,61.43,4.55  ,61.94,1.7590  
71,51,1.0000,4.847  ,0.5282  ,61.41,4.67  ,62.02,1.8123  
72,52,1.0000,4.843  ,0.5087  ,59.86,4.49  ,60.59,1.7410  
73,53,1.0000,4.853  ,1.3377  ,25.03,9.22  ,24.15,4.7772  
74,54,1.0000,4.860  ,1.2543  ,32.81,9.92  ,35.27,4.4720  
75,55,1.0000,4.857  ,0.7941  ,11.07,6.22  ,12.43,2.7865  
76,56,1.0000,4.860  ,1.2434  ,26.42,9.13  ,26.75,4.4320  
77,57,1.0000,4.857  ,0.7314  ,19.66,4.95  ,18.93,2.5565  
78,58,1.0000,4.893  ,21.1724  ,94.80,169.17  ,94.12,77.4251  
79,59,1.0000,4.903  ,20.9618  ,94.95,167.41  ,94.21,76.6536  
80,60,1.0000,4.893  ,18.4105  ,94.96,149.37  ,94.41,67.3090  
81,61,1.0000,4.893  ,20.1320  ,94.84,161.90  ,94.11,73.6143  
82,62,1.0000,4.893  ,18.9434  ,94.54,153.31  ,93.89,69.2610  
83,63,1.0000,4.847  ,0.0059  ,6.22,0.04  ,6.39,n.a.
84,A-200x,1.0000,4.843  ,0.1389  ,15.66,1.21  ,16.11,0.3864  
85,MQ Blank 3,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
86,64,1.0000,4.857  ,0.5307  ,9.00,3.70  ,9.66,1.8216  
87,65,1.0000,4.857  ,0.5854  ,9.46,4.25  ,10.52,2.0219  
88,66,1.0000,4.850  ,0.6240  ,10.31,4.28  ,10.79,2.1635  
89,67,1.0000,4.853  ,0.5154  ,8.52,3.54  ,8.99,1.7655  
90,68,1.0000,4.853  ,0.5566  ,8.98,4.02  ,9.77,1.9165  
91,69,1.0000,4.847  ,0.6019  ,54.14,5.13  ,53.39,2.0825  
92,70,1.0000,4.847  ,0.5837  ,52.18,4.95  ,51.49,2.0159  
93,71,1.0000,4.850  ,0.5825  ,50.79,4.95  ,50.34,2.0113  
94,72,1.0000,4.850  ,0.5893  ,55.03,5.03  ,54.96,2.0363  
95,73,1.0000,4.850  ,0.5966  ,53.85,5.09  ,53.07,2.0630  
96,74,1.0000,4.863  ,0.8238  ,17.98,5.91  ,19.68,2.8950  
97,75,1.0000,4.863  ,0.7539  ,14.33,5.69  ,16.88,2.6391  
98,76,1.0000,4.857  ,1.0230  ,19.16,5.95  ,16.54,3.6248  
99,77,1.0000,4.857  ,0.7433  ,17.20,5.26  ,19.04,2.6001  
100,78,1.0000,4.857  ,0.8352  ,15.36,6.04  ,16.47,2.9369  
101,79,1.0000,4.887  ,15.6764  ,91.59,129.23  ,91.87,57.2952  
102,80,1.0000,4.890  ,17.4289  ,92.40,142.30  ,92.61,63.7139  
103,81,1.0000,4.893  ,19.7800  ,92.54,159.69  ,92.80,72.3251  
104,82,1.0000,4.887  ,16.9103  ,92.56,138.60  ,92.67,61.8143  
105,83,1.0000,4.883  ,15.1512  ,93.04,124.99  ,93.14,55.3714  
106,84,1.0000,4.843  ,0.0029  ,3.36,0.02  ,3.19,n.a.
107,A-800x,1.0000,4.847  ,0.0320  ,12.96,0.27  ,12.87,n.a.
108,MQ Blank 4,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
109,SB 1,1.0000,4.837  ,0.0047  ,3.84,0.03  ,3.59,n.a.
110,SB 2,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
111,SB 3,1.0000,4.837  ,0.0026  ,3.50,0.01  ,2.28,n.a.
112,SB 4,1.0000,4.833  ,0.0024  ,3.22,0.01  ,1.96,n.a.
113,5 ppm F/10 ppm Anion  Std,1.0000,4.850  ,2.7744  ,16.30,23.89  ,15.57,10.0394  
,Sum:,,524.847  ,426.035  ,3859.385  ,3479.381  ,3903.265  ,1548.265  
,Average:,,4.860  ,3.945  ,35.735  ,32.216  ,36.141  ,16.128  
,Rel.Std.Dev:,,0.359 %,167.509 %,94.829 %,166.925 %,92.532 %,155.658 %
,,,,,,,,
No. ,Name ,Dilution ,Time ,Area ,Rel.Area ,Height ,Rel.Height ,Amount 
,,,min,µS*min,%,µS,%,ppm
,,,CD_1_Total,CD_1_Total,CD_1_Total,CD_1_Total,CD_1_Total,CD_1_Total
,,,Bromide,Bromide,Bromide,Bromide,Bromide,Bromide
1,DI Water,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2,10 ppm Anion  Std,1.0000,6.277  ,1.6685  ,9.51,13.02  ,8.27,10.3999  
3,DI water,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
4,1600x,1.0000,6.293  ,0.0078  ,4.27,0.06  ,4.38,n.a.
5,800x,1.0000,6.290  ,0.0162  ,6.13,0.13  ,5.97,n.a.
6,400x,1.0000,6.297  ,0.0345  ,7.72,0.28  ,7.06,0.1137  
7,200x,1.0000,6.290  ,0.0772  ,8.57,0.62  ,8.02,0.3827  
8,20x,1.0000,6.287  ,0.8206  ,9.59,6.41  ,8.63,5.0625  
9,5x,1.0000,6.260  ,3.1915  ,9.84,24.94  ,9.34,19.9864  
10,10 ppm Anion  Std,1.0000,6.283  ,1.6674  ,9.50,13.02  ,8.25,10.3927  
11,062,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
12,055,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
13,043,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
14,10 ppm Anion  Std,1.0000,6.273  ,1.6184  ,9.52,12.65  ,8.29,10.0843  
15,10 ppm Anion  Std,1.0000,6.277  ,1.6155  ,9.51,12.64  ,8.28,10.0657  
16,1,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
17,2,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
18,3,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
19,4,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
20,5,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
21,6,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
22,7,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
23,8,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
24,9,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
25,10,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
26,11,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
27,12,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
28,13,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
29,14,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
30,15,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
31,16,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
32,17,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
33,18,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
34,19,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
35,20,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
36,21,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
37,A-5x,1.0000,6.260  ,3.1962  ,9.86,24.98  ,9.38,20.0159  
38,MQ Blank 1,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
39,22,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
40,23,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
41,24,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
42,25,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
43,26,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
44,27,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
45,28,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
46,29,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
47,30,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
48,31,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
49,32,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
50,33,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
51,34,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
52,35,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
53,36,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
54,37,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
55,5 ppm F/10 ppm Anion  Std,1.0000,6.270  ,1.6193  ,9.51,12.67  ,8.26,10.0897  
56,38,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
57,39,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
58,40,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
59,41,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
60,42,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
61,A-400x,1.0000,6.290  ,0.0340  ,7.79,0.27  ,7.19,0.1107  
62,MQ Blank 2,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
63,43,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
64,44,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
65,45,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
66,46,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
67,47,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
68,48,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
69,49,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
70,50,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
71,51,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
72,52,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
73,53,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
74,54,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
75,55,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
76,56,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
77,57,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
78,58,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
79,59,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
80,60,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
81,61,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
82,62,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
83,63,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
84,A-200x,1.0000,6.280  ,0.0768  ,8.66,0.62  ,8.19,0.3800  
85,MQ Blank 3,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
86,64,1.0000,6.270  ,0.0068  ,0.11,0.05  ,0.12,n.a.
87,65,1.0000,6.267  ,0.0062  ,0.10,0.04  ,0.10,n.a.
88,66,1.0000,6.270  ,0.0057  ,0.09,0.04  ,0.10,n.a.
89,67,1.0000,6.263  ,0.0066  ,0.11,0.05  ,0.12,n.a.
90,68,1.0000,6.263  ,0.0062  ,0.10,0.04  ,0.10,n.a.
91,69,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
92,70,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
93,71,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
94,72,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
95,73,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
96,74,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
97,75,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
98,76,1.0000,6.277  ,0.0091  ,0.17,0.06  ,0.16,n.a.
99,77,1.0000,6.273  ,0.0104  ,0.24,0.06  ,0.22,n.a.
100,78,1.0000,6.277  ,0.0087  ,0.16,0.07  ,0.19,n.a.
101,79,1.0000,6.267  ,0.0064  ,0.04,0.03  ,0.02,n.a.
102,80,1.0000,6.263  ,0.0076  ,0.04,0.04  ,0.02,n.a.
103,81,1.0000,6.263  ,0.0088  ,0.04,0.04  ,0.03,n.a.
104,82,1.0000,6.257  ,0.0061  ,0.03,0.03  ,0.02,n.a.
105,83,1.0000,6.260  ,0.0056  ,0.03,0.03  ,0.02,n.a.
106,84,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
107,A-800x,1.0000,6.283  ,0.0160  ,6.48,0.13  ,6.20,n.a.
108,MQ Blank 4,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
